Financial year,Sub ICB,Paracetamol type,Item count,Total item count,Cost,Total cost,Patient count,Total patients,Percentage of items,Percentage of cost,Percentage of patients
2020/21,"Bath and North East Somerset, Swindon and Wiltshire - 92G",Liquid,7040,33540,131720,269150,1540,5780,21,48.9,26.6
2020/21,"Bath and North East Somerset, Swindon and Wiltshire - 92G",Non-liquid,26500,33540,137430,269150,4900,5780,79,51.1,84.7
2020/21,"Bedfordshire, Luton and Milton Keynes - M1J4Y",Liquid,2780,16220,45210,109450,720,3580,17.1,41.3,20.2
2020/21,"Bedfordshire, Luton and Milton Keynes - M1J4Y",Non-liquid,13450,16220,64240,109450,3090,3580,82.9,58.7,86.3
2020/21,Birmingham and Solihull - 15E,Liquid,5690,33600,91650,225780,1280,5970,16.9,40.6,21.5
2020/21,Birmingham and Solihull - 15E,Non-liquid,27910,33600,134130,225780,5280,5970,83.1,59.4,88.3
2020/21,Black Country - D2P2L,Liquid,4350,31500,61660,187070,970,5750,13.8,33,16.9
2020/21,Black Country - D2P2L,Non-liquid,27150,31500,125400,187070,5180,5750,86.2,67,90
2020/21,"Bristol, North Somerset and South Gloucestershire - 15C",Liquid,4740,35050,72110,244880,1190,6090,13.5,29.4,19.6
2020/21,"Bristol, North Somerset and South Gloucestershire - 15C",Non-liquid,30320,35050,172770,244880,5480,6090,86.5,70.6,90
2020/21,"Buckinghamshire, Oxfordshire and Berkshire West - 10Q",Liquid,4350,26070,76360,191420,960,4100,16.7,39.9,23.4
2020/21,"Buckinghamshire, Oxfordshire and Berkshire West - 10Q",Non-liquid,21720,26070,115050,191420,3620,4100,83.3,60.1,88.5
2020/21,"Buckinghamshire, Oxfordshire and Berkshire West - 14Y",Liquid,2710,15030,49890,114420,690,2740,18,43.6,25.2
2020/21,"Buckinghamshire, Oxfordshire and Berkshire West - 14Y",Non-liquid,12320,15030,64530,114420,2390,2740,82,56.4,87.2
2020/21,"Buckinghamshire, Oxfordshire and Berkshire West - 15A",Liquid,1780,10450,38700,87360,460,2010,17,44.3,22.9
2020/21,"Buckinghamshire, Oxfordshire and Berkshire West - 15A",Non-liquid,8670,10450,48660,87360,1750,2010,83,55.7,87
2020/21,Cambridgeshire and Peterborough - 06H,Liquid,4530,20760,88340,162800,1140,4280,21.8,54.3,26.6
2020/21,Cambridgeshire and Peterborough - 06H,Non-liquid,16220,20760,74460,162800,3540,4280,78.2,45.7,82.7
2020/21,Cheshire and Merseyside - 01F,Liquid,690,3410,13740,26620,140,670,20.3,51.6,21.6
2020/21,Cheshire and Merseyside - 01F,Non-liquid,2720,3410,12880,26620,580,670,79.7,48.4,87.1
2020/21,Cheshire and Merseyside - 01J,Liquid,340,2980,2540,13380,100,620,11.2,19,16.4
2020/21,Cheshire and Merseyside - 01J,Non-liquid,2640,2980,10840,13380,540,620,88.8,81,88.6
2020/21,Cheshire and Merseyside - 01T,Liquid,830,4610,9990,25990,210,840,17.9,38.4,24.9
2020/21,Cheshire and Merseyside - 01T,Non-liquid,3780,4610,16000,25990,700,840,82.1,61.6,83.6
2020/21,Cheshire and Merseyside - 01V,Liquid,2050,8210,29070,57820,450,1520,25,50.3,29.3
2020/21,Cheshire and Merseyside - 01V,Non-liquid,6160,8210,28750,57820,1220,1520,75,49.7,80
2020/21,Cheshire and Merseyside - 01X,Liquid,670,3430,6830,16510,200,850,19.4,41.4,23.4
2020/21,Cheshire and Merseyside - 01X,Non-liquid,2760,3430,9680,16510,710,850,80.6,58.6,82.8
2020/21,Cheshire and Merseyside - 02E,Liquid,1000,6240,16950,45010,260,1280,15.9,37.7,20.4
2020/21,Cheshire and Merseyside - 02E,Non-liquid,5250,6240,28060,45010,1110,1280,84.1,62.3,86.8
2020/21,Cheshire and Merseyside - 12F,Liquid,1640,11740,20600,71230,420,2610,13.9,28.9,16
2020/21,Cheshire and Merseyside - 12F,Non-liquid,10110,11740,50630,71230,2370,2610,86.1,71.1,90.7
2020/21,Cheshire and Merseyside - 27D,Liquid,4160,24250,64950,163500,1120,4910,17.1,39.7,22.9
2020/21,Cheshire and Merseyside - 27D,Non-liquid,20100,24250,98540,163500,4220,4910,82.9,60.3,86.1
2020/21,Cheshire and Merseyside - 99A,Liquid,1700,12240,19700,64370,420,2440,13.9,30.6,17.3
2020/21,Cheshire and Merseyside - 99A,Non-liquid,10540,12240,44670,64370,2140,2440,86.1,69.4,87.9
2020/21,Cornwall and the Isles of Scilly - 11N,Liquid,3720,18200,53320,121600,920,3540,20.4,43.8,26.1
2020/21,Cornwall and the Isles of Scilly - 11N,Non-liquid,14480,18200,68290,121600,2950,3540,79.6,56.2,83.3
2020/21,Coventry and Warwickshire - B2M3M,Liquid,3570,23650,55540,152640,1000,5140,15.1,36.4,19.3
2020/21,Coventry and Warwickshire - B2M3M,Non-liquid,20080,23650,97100,152640,4570,5140,84.9,63.6,88.8
2020/21,Derby and Derbyshire - 15M,Liquid,7520,41000,127830,304690,1800,7500,18.3,42,24
2020/21,Derby and Derbyshire - 15M,Non-liquid,33480,41000,176870,304690,6430,7500,81.7,58,85.8
2020/21,Devon - 15N,Liquid,12440,54560,221700,443980,2700,9470,22.8,49.9,28.5
2020/21,Devon - 15N,Non-liquid,42120,54560,222280,443980,7810,9470,77.2,50.1,82.5
2020/21,Dorset - 11J,Liquid,7630,32330,180980,309290,1770,6210,23.6,58.5,28.5
2020/21,Dorset - 11J,Non-liquid,24690,32330,128310,309290,5090,6210,76.4,41.5,82
2020/21,Frimley - D4U1Y,Liquid,2560,16880,50970,128330,640,3250,15.2,39.7,19.8
2020/21,Frimley - D4U1Y,Non-liquid,14320,16880,77360,128330,2850,3250,84.8,60.3,87.6
2020/21,Gloucestershire - 11M,Liquid,2920,17100,58810,130200,720,3150,17.1,45.2,22.9
2020/21,Gloucestershire - 11M,Non-liquid,14190,17100,71400,130200,2730,3150,82.9,54.8,86.7
2020/21,Greater Manchester - 00T,Liquid,1310,6340,22310,44820,340,1240,20.6,49.8,27.2
2020/21,Greater Manchester - 00T,Non-liquid,5030,6340,22510,44820,1020,1240,79.4,50.2,82.5
2020/21,Greater Manchester - 00V,Liquid,530,3860,8830,23080,170,860,13.8,38.3,19.4
2020/21,Greater Manchester - 00V,Non-liquid,3330,3860,14250,23080,740,860,86.2,61.7,86
2020/21,Greater Manchester - 00Y,Liquid,730,5760,8740,30630,190,1110,12.7,28.5,17.2
2020/21,Greater Manchester - 00Y,Non-liquid,5030,5760,21900,30630,1000,1110,87.3,71.5,89.9
2020/21,Greater Manchester - 01D,Liquid,770,5610,9980,32520,160,990,13.7,30.7,15.6
2020/21,Greater Manchester - 01D,Non-liquid,4840,5610,22540,32520,890,990,86.3,69.3,89.5
2020/21,Greater Manchester - 01G,Liquid,1970,6980,30260,52380,460,1410,28.2,57.8,32.9
2020/21,Greater Manchester - 01G,Non-liquid,5020,6980,22120,52380,1100,1410,71.8,42.2,77.9
2020/21,Greater Manchester - 01W,Liquid,2060,10830,34610,74690,480,2100,19.1,46.3,22.7
2020/21,Greater Manchester - 01W,Non-liquid,8770,10830,40080,74690,1780,2100,80.9,53.7,85
2020/21,Greater Manchester - 01Y,Liquid,970,6930,13660,44260,240,1130,14,30.9,20.8
2020/21,Greater Manchester - 01Y,Non-liquid,5960,6930,30600,44260,980,1130,86,69.1,86.1
2020/21,Greater Manchester - 02A,Liquid,1100,5200,15830,33880,290,1130,21.2,46.7,25.8
2020/21,Greater Manchester - 02A,Non-liquid,4090,5200,18050,33880,930,1130,78.8,53.3,82.1
2020/21,Greater Manchester - 02H,Liquid,1570,9020,26390,62150,360,1640,17.4,42.5,22.1
2020/21,Greater Manchester - 02H,Non-liquid,7450,9020,35770,62150,1390,1640,82.6,57.5,84.8
2020/21,Greater Manchester - 14L,Liquid,1530,9460,22780,60230,400,1650,16.2,37.8,23.9
2020/21,Greater Manchester - 14L,Non-liquid,7920,9460,37450,60230,1400,1650,83.8,62.2,85
2020/21,Hampshire and Isle of Wight - 10R,Liquid,880,4930,17070,38370,250,940,17.9,44.5,26.3
2020/21,Hampshire and Isle of Wight - 10R,Non-liquid,4050,4930,21290,38370,790,940,82.1,55.5,84.5
2020/21,Hampshire and Isle of Wight - D9Y0V,Liquid,9250,51550,157620,382230,2500,10700,17.9,41.2,23.3
2020/21,Hampshire and Isle of Wight - D9Y0V,Non-liquid,42300,51550,224610,382230,9150,10700,82.1,58.8,85.6
2020/21,Herefordshire and Worcestershire - 18C,Liquid,5560,25910,87460,187460,1440,5160,21.5,46.7,27.8
2020/21,Herefordshire and Worcestershire - 18C,Non-liquid,20350,25910,100000,187460,4260,5160,78.5,53.3,82.6
2020/21,Hertfordshire and West Essex - 06K,Liquid,1840,15430,50010,127500,490,3000,11.9,39.2,16.3
2020/21,Hertfordshire and West Essex - 06K,Non-liquid,13590,15430,77500,127500,2710,3000,88.1,60.8,90.2
2020/21,Hertfordshire and West Essex - 06N,Liquid,2070,18740,41410,124730,570,3600,11.1,33.2,15.8
2020/21,Hertfordshire and West Essex - 06N,Non-liquid,16660,18740,83310,124730,3280,3600,88.9,66.8,91.1
2020/21,Hertfordshire and West Essex - 07H,Liquid,780,6490,17000,45780,210,1210,12,37.1,17.1
2020/21,Hertfordshire and West Essex - 07H,Non-liquid,5710,6490,28780,45780,1100,1210,88,62.9,90.5
2020/21,Humber and North Yorkshire - 02Y,Liquid,1820,12920,24290,75890,480,2710,14.1,32,17.7
2020/21,Humber and North Yorkshire - 02Y,Non-liquid,11090,12920,51600,75890,2410,2710,85.9,68,88.9
2020/21,Humber and North Yorkshire - 03F,Liquid,1330,9620,25100,65540,320,1840,13.8,38.3,17.5
2020/21,Humber and North Yorkshire - 03F,Non-liquid,8290,9620,40450,65540,1670,1840,86.2,61.7,90.7
2020/21,Humber and North Yorkshire - 03H,Liquid,590,5200,8570,27870,150,1030,11.3,30.7,14.4
2020/21,Humber and North Yorkshire - 03H,Non-liquid,4610,5200,19300,27870,950,1030,88.7,69.3,92.4
2020/21,Humber and North Yorkshire - 03K,Liquid,630,5380,9320,31840,190,1200,11.7,29.3,15.5
2020/21,Humber and North Yorkshire - 03K,Non-liquid,4750,5380,22520,31840,1070,1200,88.3,70.7,89.5
2020/21,Humber and North Yorkshire - 03Q,Liquid,1700,9760,25410,63970,460,1840,17.4,39.7,24.9
2020/21,Humber and North Yorkshire - 03Q,Non-liquid,8060,9760,38560,63970,1600,1840,82.6,60.3,86.6
2020/21,Humber and North Yorkshire - 42D,Liquid,3220,14640,68880,125120,920,3250,22,55.1,28.5
2020/21,Humber and North Yorkshire - 42D,Non-liquid,11420,14640,56240,125120,2640,3250,78,44.9,81.2
2020/21,Kent and Medway - 91Q,Liquid,8110,44640,125940,298170,2280,9810,18.2,42.2,23.2
2020/21,Kent and Medway - 91Q,Non-liquid,36530,44640,172230,298170,8380,9810,81.8,57.8,85.5
2020/21,Lancashire and South Cumbria - 00Q,Liquid,550,3730,7950,22070,130,670,14.7,36,19.2
2020/21,Lancashire and South Cumbria - 00Q,Non-liquid,3180,3730,14120,22070,600,670,85.3,64,89.4
2020/21,Lancashire and South Cumbria - 00R,Liquid,880,5430,11250,31870,270,1110,16.2,35.3,24
2020/21,Lancashire and South Cumbria - 00R,Non-liquid,4550,5430,20630,31870,940,1110,83.8,64.7,84.2
2020/21,Lancashire and South Cumbria - 00X,Liquid,810,4850,12970,33690,240,980,16.7,38.5,24.6
2020/21,Lancashire and South Cumbria - 00X,Non-liquid,4040,4850,20720,33690,810,980,83.3,61.5,82.6
2020/21,Lancashire and South Cumbria - 01A,Liquid,2820,13540,45790,101570,720,2630,20.8,45.1,27.2
2020/21,Lancashire and South Cumbria - 01A,Non-liquid,10720,13540,55780,101570,2160,2630,79.2,54.9,82
2020/21,Lancashire and South Cumbria - 01E,Liquid,1090,5390,17110,37070,290,1080,20.3,46.1,26.5
2020/21,Lancashire and South Cumbria - 01E,Non-liquid,4300,5390,19960,37070,890,1080,79.7,53.9,82.5
2020/21,Lancashire and South Cumbria - 01K,Liquid,2820,12690,56570,110100,680,2340,22.2,51.4,29
2020/21,Lancashire and South Cumbria - 01K,Non-liquid,9880,12690,53530,110100,1920,2340,77.8,48.6,82.3
2020/21,Lancashire and South Cumbria - 02G,Liquid,1160,4480,12770,26460,300,890,25.9,48.3,34.1
2020/21,Lancashire and South Cumbria - 02G,Non-liquid,3320,4480,13680,26460,690,890,74.1,51.7,77.3
2020/21,Lancashire and South Cumbria - 02M,Liquid,1760,9700,23290,60740,420,1730,18.1,38.3,24.1
2020/21,Lancashire and South Cumbria - 02M,Non-liquid,7950,9700,37450,60740,1470,1730,81.9,61.7,85.2
2020/21,"Leicester, Leicestershire and Rutland - 03W",Liquid,760,9320,13250,55260,220,1770,8.2,24,12.1
2020/21,"Leicester, Leicestershire and Rutland - 03W",Non-liquid,8560,9320,42010,55260,1640,1770,91.8,76,92.6
2020/21,"Leicester, Leicestershire and Rutland - 04C",Liquid,1130,8970,16300,56910,270,1660,12.6,28.6,16.5
2020/21,"Leicester, Leicestershire and Rutland - 04C",Non-liquid,7840,8970,40610,56910,1500,1660,87.4,71.4,90.8
2020/21,"Leicester, Leicestershire and Rutland - 04V",Liquid,880,9320,19520,63550,230,1820,9.4,30.7,12.5
2020/21,"Leicester, Leicestershire and Rutland - 04V",Non-liquid,8440,9320,44020,63550,1660,1820,90.6,69.3,91.5
2020/21,Lincolnshire - 71E,Liquid,3310,26850,56040,160730,910,5220,12.3,34.9,17.4
2020/21,Lincolnshire - 71E,Non-liquid,23540,26850,104690,160730,4690,5220,87.7,65.1,89.7
2020/21,Mid and South Essex - 06Q,Liquid,770,9140,16630,57630,210,1830,8.4,28.9,11.6
2020/21,Mid and South Essex - 06Q,Non-liquid,8360,9140,41000,57630,1700,1830,91.6,71.1,93
2020/21,Mid and South Essex - 07G,Liquid,430,2980,9420,21770,80,500,14.3,43.3,17.1
2020/21,Mid and South Essex - 07G,Non-liquid,2550,2980,12350,21770,440,500,85.7,56.7,89.4
2020/21,Mid and South Essex - 99E,Liquid,650,6370,18660,50840,170,1140,10.2,36.7,15
2020/21,Mid and South Essex - 99E,Non-liquid,5720,6370,32180,50840,1040,1140,89.8,63.3,91.3
2020/21,Mid and South Essex - 99F,Liquid,410,2820,9470,20620,100,640,14.6,45.9,16.4
2020/21,Mid and South Essex - 99F,Non-liquid,2410,2820,11140,20620,580,640,85.4,54.1,90.9
2020/21,Mid and South Essex - 99G,Liquid,530,5070,9260,35270,150,1020,10.5,26.3,14.4
2020/21,Mid and South Essex - 99G,Non-liquid,4540,5070,26010,35270,920,1020,89.5,73.7,90.9
2020/21,Norfolk and Waveney - 26A,Liquid,6390,32380,122420,257200,1520,6510,19.7,47.6,23.4
2020/21,Norfolk and Waveney - 26A,Non-liquid,25990,32380,134780,257200,5590,6510,80.3,52.4,85.8
2020/21,North Central London - 93C,Liquid,2240,21450,33620,126140,510,3570,10.5,26.7,14.3
2020/21,North Central London - 93C,Non-liquid,19200,21450,92510,126140,3280,3570,89.5,73.3,91.8
2020/21,North East London - A3A8R,Liquid,2030,22450,29350,112840,490,3590,9,26,13.7
2020/21,North East London - A3A8R,Non-liquid,20420,22450,83480,112840,3290,3590,91,74,91.7
2020/21,North East and North Cumbria - 00L,Liquid,3500,15310,62700,117860,800,2620,22.9,53.2,30.4
2020/21,North East and North Cumbria - 00L,Non-liquid,11800,15310,55160,117860,2100,2620,77.1,46.8,80.2
2020/21,North East and North Cumbria - 00N,Liquid,1380,5210,19890,36730,340,990,26.6,54.2,33.9
2020/21,North East and North Cumbria - 00N,Non-liquid,3830,5210,16840,36730,760,990,73.4,45.8,76.6
2020/21,North East and North Cumbria - 00P,Liquid,2540,11690,36910,77570,570,1960,21.7,47.6,29.2
2020/21,North East and North Cumbria - 00P,Non-liquid,9160,11690,40670,77570,1570,1960,78.3,52.4,79.9
2020/21,North East and North Cumbria - 01H,Liquid,2700,12590,54620,104300,630,2060,21.5,52.4,30.5
2020/21,North East and North Cumbria - 01H,Non-liquid,9890,12590,49680,104300,1730,2060,78.5,47.6,83.9
2020/21,North East and North Cumbria - 13T,Liquid,4170,21160,66770,146890,1080,3830,19.7,45.5,28.2
2020/21,North East and North Cumbria - 13T,Non-liquid,16980,21160,80120,146890,3130,3830,80.3,54.5,81.8
2020/21,North East and North Cumbria - 16C,Liquid,5530,27570,103460,209930,1420,5480,20.1,49.3,26
2020/21,North East and North Cumbria - 16C,Non-liquid,22040,27570,106480,209930,4550,5480,79.9,50.7,83
2020/21,North East and North Cumbria - 84H,Liquid,5290,27230,84850,183180,1310,4590,19.4,46.3,28.5
2020/21,North East and North Cumbria - 84H,Non-liquid,21950,27230,98330,183180,3780,4590,80.6,53.7,82.3
2020/21,North East and North Cumbria - 99C,Liquid,2070,8440,33710,62610,490,1620,24.5,53.8,30.3
2020/21,North East and North Cumbria - 99C,Non-liquid,6370,8440,28900,62610,1280,1620,75.5,46.2,79.1
2020/21,North West London - W2U3Z,Liquid,4470,28090,79950,187490,960,5230,15.9,42.6,18.4
2020/21,North West London - W2U3Z,Non-liquid,23610,28090,107540,187490,4620,5230,84.1,57.4,88.3
2020/21,Northamptonshire - 78H,Liquid,2470,19080,35170,108870,680,3900,12.9,32.3,17.5
2020/21,Northamptonshire - 78H,Non-liquid,16610,19080,73700,108870,3490,3900,87.1,67.7,89.4
2020/21,Nottingham and Nottinghamshire - 02Q,Liquid,560,4670,11040,28540,130,830,12,38.7,16.1
2020/21,Nottingham and Nottinghamshire - 02Q,Non-liquid,4110,4670,17500,28540,750,830,88,61.3,90.9
2020/21,Nottingham and Nottinghamshire - 52R,Liquid,4540,31390,84660,220890,1180,6120,14.5,38.3,19.3
2020/21,Nottingham and Nottinghamshire - 52R,Non-liquid,26840,31390,136230,220890,5420,6120,85.5,61.7,88.6
2020/21,"Shropshire, Telford and Wrekin - M2L0M",Liquid,3350,15150,42970,95490,860,3100,22.1,45,27.8
2020/21,"Shropshire, Telford and Wrekin - M2L0M",Non-liquid,11800,15150,52520,95490,2530,3100,77.9,55,81.7
2020/21,Somerset - 11X,Liquid,4740,22980,75350,161150,1280,4530,20.6,46.8,28.3
2020/21,Somerset - 11X,Non-liquid,18240,22980,85800,161150,3740,4530,79.4,53.2,82.6
2020/21,South East London - 72Q,Liquid,3730,24530,71010,172500,830,4070,15.2,41.2,20.4
2020/21,South East London - 72Q,Non-liquid,20800,24530,101490,172500,3600,4070,84.8,58.8,88.3
2020/21,South West London - 36L,Liquid,3330,30650,52180,174840,730,4960,10.9,29.8,14.6
2020/21,South West London - 36L,Non-liquid,27320,30650,122670,174840,4510,4960,89.1,70.2,90.8
2020/21,South Yorkshire - 02P,Liquid,1350,10850,21880,61770,300,1760,12.4,35.4,17
2020/21,South Yorkshire - 02P,Non-liquid,9500,10850,39890,61770,1600,1760,87.6,64.6,90.6
2020/21,South Yorkshire - 02X,Liquid,1950,8840,38540,74370,460,1790,22.1,51.8,25.8
2020/21,South Yorkshire - 02X,Non-liquid,6890,8840,35830,74370,1510,1790,77.9,48.2,84.2
2020/21,South Yorkshire - 03L,Liquid,850,7730,15140,54610,240,1640,11,27.7,14.7
2020/21,South Yorkshire - 03L,Non-liquid,6880,7730,39480,54610,1520,1640,89,72.3,92.5
2020/21,South Yorkshire - 03N,Liquid,2200,14740,37710,99120,630,3300,14.9,38,19.1
2020/21,South Yorkshire - 03N,Non-liquid,12540,14740,61410,99120,2950,3300,85.1,62,89.4
2020/21,Staffordshire and Stoke-on-Trent - 04Y,Liquid,590,4750,10450,28710,170,820,12.4,36.4,20.3
2020/21,Staffordshire and Stoke-on-Trent - 04Y,Non-liquid,4160,4750,18250,28710,720,820,87.6,63.6,88.5
2020/21,Staffordshire and Stoke-on-Trent - 05D,Liquid,560,3640,11030,27690,150,750,15.5,39.8,20.6
2020/21,Staffordshire and Stoke-on-Trent - 05D,Non-liquid,3070,3640,16670,27690,650,750,84.5,60.2,87
2020/21,Staffordshire and Stoke-on-Trent - 05G,Liquid,1240,6770,23350,50780,350,1350,18.3,46,25.8
2020/21,Staffordshire and Stoke-on-Trent - 05G,Non-liquid,5530,6770,27430,50780,1120,1350,81.7,54,82.7
2020/21,Staffordshire and Stoke-on-Trent - 05Q,Liquid,660,5710,9180,32760,210,1220,11.5,28,17.5
2020/21,Staffordshire and Stoke-on-Trent - 05Q,Non-liquid,5050,5710,23580,32760,1080,1220,88.5,72,88.6
2020/21,Staffordshire and Stoke-on-Trent - 05V,Liquid,1010,5150,18640,38880,270,1190,19.6,47.9,22.5
2020/21,Staffordshire and Stoke-on-Trent - 05V,Non-liquid,4140,5150,20240,38880,1020,1190,80.4,52.1,85.8
2020/21,Staffordshire and Stoke-on-Trent - 05W,Liquid,1300,8470,23800,60310,310,1670,15.4,39.5,18.3
2020/21,Staffordshire and Stoke-on-Trent - 05W,Non-liquid,7170,8470,36500,60310,1480,1670,84.6,60.5,88.5
2020/21,Suffolk and North East Essex - 06L,Liquid,3050,14300,87310,150010,710,2630,21.3,58.2,26.9
2020/21,Suffolk and North East Essex - 06L,Non-liquid,11250,14300,62700,150010,2200,2630,78.7,41.8,83.8
2020/21,Suffolk and North East Essex - 06T,Liquid,1300,9340,32400,79090,360,1880,14,41,19.3
2020/21,Suffolk and North East Essex - 06T,Non-liquid,8040,9340,46690,79090,1650,1880,86,59,87.5
2020/21,Suffolk and North East Essex - 07K,Liquid,1320,7430,25010,56050,370,1480,17.7,44.6,24.7
2020/21,Suffolk and North East Essex - 07K,Non-liquid,6120,7430,31040,56050,1270,1480,82.3,55.4,85.6
2020/21,Surrey Heartlands - 92A,Liquid,5260,37570,106980,280270,1400,6980,14,38.2,20.1
2020/21,Surrey Heartlands - 92A,Non-liquid,32310,37570,173290,280270,6160,6980,86,61.8,88.3
2020/21,Sussex - 09D,Liquid,1030,6070,14300,35800,320,1380,17,40,23
2020/21,Sussex - 09D,Non-liquid,5040,6070,21500,35800,1170,1380,83,60,85
2020/21,Sussex - 70F,Liquid,5060,34780,89760,245660,1370,6960,14.6,36.5,19.7
2020/21,Sussex - 70F,Non-liquid,29720,34780,155900,245660,6180,6960,85.4,63.5,88.8
2020/21,Sussex - 97R,Liquid,2770,17680,50340,124670,790,3790,15.7,40.4,20.9
2020/21,Sussex - 97R,Non-liquid,14910,17680,74320,124670,3280,3790,84.3,59.6,86.7
2020/21,West Yorkshire - 02T,Liquid,1730,6660,26730,46410,400,1220,26,57.6,33.1
2020/21,West Yorkshire - 02T,Non-liquid,4930,6660,19680,46410,960,1220,74,42.4,78.7
2020/21,West Yorkshire - 03R,Liquid,1880,10700,37390,80510,450,2080,17.6,46.4,21.5
2020/21,West Yorkshire - 03R,Non-liquid,8820,10700,43120,80510,1800,2080,82.4,53.6,86.5
2020/21,West Yorkshire - 15F,Liquid,4000,22560,66190,158870,1070,4550,17.7,41.7,23.5
2020/21,West Yorkshire - 15F,Non-liquid,18560,22560,92680,158870,3910,4550,82.3,58.3,85.9
2020/21,West Yorkshire - 36J,Liquid,2870,14890,47060,103780,800,3250,19.3,45.3,24.6
2020/21,West Yorkshire - 36J,Non-liquid,12020,14890,56720,103780,2700,3250,80.7,54.7,83
2020/21,West Yorkshire - X2C4Y,Liquid,2290,12630,37360,85650,650,2670,18.1,43.6,24.2
2020/21,West Yorkshire - X2C4Y,Non-liquid,10340,12630,48280,85650,2260,2670,81.9,56.4,84.7
2021/22,"Bath and North East Somerset, Swindon and Wiltshire - 92G",Liquid,6750,32180,119790,248610,1390,5600,21,48.2,24.8
2021/22,"Bath and North East Somerset, Swindon and Wiltshire - 92G",Non-liquid,25430,32180,128820,248610,4650,5600,79,51.8,83.1
2021/22,"Bedfordshire, Luton and Milton Keynes - M1J4Y",Liquid,2960,16150,49780,107740,690,3490,18.3,46.2,19.9
2021/22,"Bedfordshire, Luton and Milton Keynes - M1J4Y",Non-liquid,13180,16150,57960,107740,3010,3490,81.7,53.8,86.2
2021/22,Birmingham and Solihull - 15E,Liquid,5630,32080,94270,213060,1220,5800,17.5,44.2,21
2021/22,Birmingham and Solihull - 15E,Non-liquid,26460,32080,118790,213060,5000,5800,82.5,55.8,86.3
2021/22,Black Country - D2P2L,Liquid,4780,31550,65630,183190,1030,5790,15.2,35.8,17.7
2021/22,Black Country - D2P2L,Non-liquid,26760,31550,117560,183190,5110,5790,84.8,64.2,88.3
2021/22,"Bristol, North Somerset and South Gloucestershire - 15C",Liquid,5490,34320,82470,233070,1230,6040,16,35.4,20.4
2021/22,"Bristol, North Somerset and South Gloucestershire - 15C",Non-liquid,28830,34320,150600,233070,5300,6040,84,64.6,87.8
2021/22,"Buckinghamshire, Oxfordshire and Berkshire West - 10Q",Liquid,4980,27040,83640,193110,1000,4260,18.4,43.3,23.6
2021/22,"Buckinghamshire, Oxfordshire and Berkshire West - 10Q",Non-liquid,22050,27040,109480,193110,3640,4260,81.6,56.7,85.5
2021/22,"Buckinghamshire, Oxfordshire and Berkshire West - 14Y",Liquid,3060,13600,57340,108220,600,2470,22.5,53,24.3
2021/22,"Buckinghamshire, Oxfordshire and Berkshire West - 14Y",Non-liquid,10540,13600,50890,108220,2080,2470,77.5,47,84.2
2021/22,"Buckinghamshire, Oxfordshire and Berkshire West - 15A",Liquid,1970,10670,36250,83480,480,2000,18.5,43.4,24
2021/22,"Buckinghamshire, Oxfordshire and Berkshire West - 15A",Non-liquid,8700,10670,47230,83480,1680,2000,81.5,56.6,83.7
2021/22,Cambridgeshire and Peterborough - 06H,Liquid,4370,19630,102020,171160,1060,4160,22.2,59.6,25.5
2021/22,Cambridgeshire and Peterborough - 06H,Non-liquid,15260,19630,69140,171160,3400,4160,77.8,40.4,81.8
2021/22,Cheshire and Merseyside - 01F,Liquid,1070,3850,19250,31980,200,710,27.8,60.2,27.8
2021/22,Cheshire and Merseyside - 01F,Non-liquid,2780,3850,12720,31980,600,710,72.2,39.8,84.4
2021/22,Cheshire and Merseyside - 01J,Liquid,380,2920,4260,14550,100,600,13.2,29.3,16.6
2021/22,Cheshire and Merseyside - 01J,Non-liquid,2530,2920,10290,14550,540,600,86.8,70.7,90.8
2021/22,Cheshire and Merseyside - 01T,Liquid,690,4040,7360,21140,150,730,17,34.8,20.9
2021/22,Cheshire and Merseyside - 01T,Non-liquid,3350,4040,13780,21140,630,730,83,65.2,85.7
2021/22,Cheshire and Merseyside - 01V,Liquid,2020,8060,25780,50840,440,1560,25,50.7,28.4
2021/22,Cheshire and Merseyside - 01V,Non-liquid,6040,8060,25060,50840,1250,1560,75,49.3,79.9
2021/22,Cheshire and Merseyside - 01X,Liquid,590,3250,6280,15740,170,840,18.1,39.9,20.3
2021/22,Cheshire and Merseyside - 01X,Non-liquid,2660,3250,9450,15740,720,840,81.9,60.1,85.7
2021/22,Cheshire and Merseyside - 02E,Liquid,1240,6620,26170,54150,290,1270,18.8,48.3,22.5
2021/22,Cheshire and Merseyside - 02E,Non-liquid,5370,6620,27990,54150,1090,1270,81.2,51.7,85.7
2021/22,Cheshire and Merseyside - 12F,Liquid,1580,11890,21620,72240,380,2520,13.3,29.9,15
2021/22,Cheshire and Merseyside - 12F,Non-liquid,10320,11890,50620,72240,2290,2520,86.7,70.1,90.9
2021/22,Cheshire and Merseyside - 27D,Liquid,4910,26280,80310,181830,1160,4970,18.7,44.2,23.4
2021/22,Cheshire and Merseyside - 27D,Non-liquid,21370,26280,101530,181830,4180,4970,81.3,55.8,84
2021/22,Cheshire and Merseyside - 99A,Liquid,1780,12680,17770,61230,440,2600,14,29,17
2021/22,Cheshire and Merseyside - 99A,Non-liquid,10900,12680,43450,61230,2310,2600,86,71,88.9
2021/22,Cornwall and the Isles of Scilly - 11N,Liquid,4100,17650,56520,116020,980,3540,23.2,48.7,27.6
